id,cue,response,response_position,response_level,gender,education
273,smart,learned,3,2,male,high school
273,smart,scholar,4,2,male,high school
273,smart,perception,5,2,male,high school
273,education,study,1,2,male,high school
273,education,research,2,2,male,high school
273,education,curriculum,3,2,male,high school
273,education,lectures,4,2,male,high school
273,education,essays,5,2,male,high school
273,logic,critical,1,2,male,high school
273,logic,structure,2,2,male,high school
273,logic,sequence,3,2,male,high school
273,logic,order,4,2,male,high school
273,logic,validity,5,2,male,high school
273,insight,knowledge,1,2,male,high school
273,insight,introspection,2,2,male,high school
273,insight,reflection,3,2,male,high school
273,insight,analytical,4,2,male,high school
273,insight,perspective,5,2,male,high school
273,perception,perception,1,2,male,high school
273,perception,interpretation,2,2,male,high school
273,perception,sensory,3,2,male,high school
273,perception,processing,4,2,male,high school
273,perception,conception,5,2,male,high school
274,clever,proficient,1,2,male,high school
274,clever,expert,2,2,male,high school
274,clever,whiz,3,2,male,high school
274,clever,nimble,4,2,male,high school
274,clever,adept,5,2,male,high school
274,books,manuscript,1,2,male,high school
274,books,analysis,2,2,male,high school
274,books,reference,3,2,male,high school
274,books,study,4,2,male,high school
274,books,language,5,2,male,high school
274,intellect,creativity,1,2,male,high school
274,intellect,innovation,2,2,male,high school
274,intellect,conception,3,2,male,high school
274,intellect,enlightenment,4,2,male,high school
274,intellect,intelligence,5,2,male,high school
274,problem-solving,intelligence,1,2,male,high school
274,problem-solving,hypothesis,2,2,male,high school
274,problem-solving,testing,3,2,male,high school
274,problem-solving,experimentation,4,2,male,high school
274,problem-solving,evaluation,5,2,male,high school
274,reasoning,critical,1,2,male,high school
274,reasoning,deductive,2,2,male,high school
274,reasoning,problem-solving,3,2,male,high school
274,reasoning,rationalization,4,2,male,high school
274,reasoning,intelligence,5,2,male,high school
275,savant,prodigy,1,2,male,high school
275,savant,talent,2,2,male,high school
275,savant,extraordinary,3,2,male,high school
275,savant,calculation,4,2,male,high school
275,savant,art,5,2,male,high school
275,memory,hippocampus,1,2,male,high school
275,memory,neurons,2,2,male,high school
275,memory,synapses,3,2,male,high school
275,memory,encoding,4,2,male,high school
275,memory,long-term,5,2,male,high school
275,computational,modeling,1,2,male,high school
275,computational,numerical,2,2,male,high school
275,computational,optimization,3,2,male,high school
275,computational,systems,4,2,male,high school
275,computational,theoretical,5,2,male,high school
275,abstract,expressionism,1,2,male,high school
275,abstract,color,2,2,male,high school
275,abstract,form,3,2,male,high school
275,abstract,minimalist,4,2,male,high school
275,abstract,sculpture,5,2,male,high school
275,comprehension,comprehend,1,2,male,high school
275,comprehension,information,2,2,male,high school
275,comprehension,conceptualize,3,2,male,high school
275,comprehension,reasoning,4,2,male,high school
275,comprehension,absorb,5,2,male,high school
276,critical thinking,problem-solving,1,2,male,high school
276,critical thinking,objectivity,2,2,male,high school
276,critical thinking,reflection,3,2,male,high school
276,critical thinking,inquiry,4,2,male,high school
276,critical thinking,clarity,5,2,male,high school
276,aptitude,facility,1,2,male,high school
276,aptitude,propensity,2,2,male,high school
276,aptitude,genius,3,2,male,high school
276,aptitude,prowess,4,2,male,high school
276,aptitude,discipline,5,2,male,high school
276,expertise,research,1,2,male,high school
276,expertise,study,2,2,male,high school
276,expertise,depth,3,2,male,high school
276,expertise,focus,4,2,male,high school
276,expertise,niche,5,2,male,high school
276,savvy,social media,1,2,male,high school
276,savvy,networking,2,2,male,high school
276,savvy,alert,3,2,male,high school
276,savvy,quick-witted,4,2,male,high school
276,savvy,trendy,5,2,male,high school
276,skill,trade,1,2,male,high school
276,skill,vocation,2,2,male,high school
276,skill,hands-on,3,2,male,high school
276,skill,workmanship,4,2,male,high school
276,skill,precision,5,2,male,high school
277,creativity,thinking,1,2,male,high school
277,creativity,play,2,2,male,high school
277,creativity,visualization,3,2,male,high school
277,creativity,crafts,4,2,male,high school
277,creativity,experimentation,5,2,male,high school
277,curiosity,research,1,2,male,high school
277,curiosity,childhood,2,2,male,high school
277,curiosity,books,3,2,male,high school
277,curiosity,understanding,4,2,male,high school
277,curiosity,investigation,5,2,male,high school
277,enlightenment,freedom,1,2,male,high school
277,enlightenment,secularism,2,2,male,high school
277,enlightenment,revolution,3,2,male,high school
277,enlightenment,intellect,4,2,male,high school
277,enlightenment,nature,5,2,male,high school
277,mastery,prowess,1,2,male,high school
277,mastery,perfection,2,2,male,high school
277,mastery,craft,3,2,male,high school
277,mastery,dexterity,4,2,male,high school
277,mastery,artistry,5,2,male,high school
277,acumen,financial,1,2,male,high school
277,acumen,acuity,2,2,male,high school
277,acumen,smarts,3,2,male,high school
277,acumen,knack,4,2,male,high school
277,acumen,ingenuity,5,2,male,high school
278,neural,pattern,1,2,male,high school
278,neural,recognition,2,2,male,high school
278,neural,machine,3,2,male,high school
278,neural,wiring,4,2,male,high school
278,neural,biology,5,2,male,high school
278,capacity,container,1,2,male,high school
278,capacity,cognition,2,2,male,high school
278,capacity,magnitude,3,2,male,high school
278,capacity,capaciousness,4,2,male,high school
278,capacity,resources,5,2,male,high school
278,thought,imagination,1,2,male,high school
278,thought,dream,2,2,male,high school
278,thought,speculation,3,2,male,high school
278,thought,consideration,4,2,male,high school
278,thought,judgement,5,2,male,high school
278,intelligence quotient,neuroscience,1,2,male,high school
278,intelligence quotient,psychology,2,2,male,high school
278,intelligence quotient,analytics,3,2,male,high school
278,intelligence quotient,potential,4,2,male,high school
278,intelligence quotient,capacity,5,2,male,high school
278,ingenuity,craftsmanship,1,2,male,high school
278,ingenuity,prototype,2,2,male,high school
278,ingenuity,mastery,3,2,male,high school
278,ingenuity,sophistication,4,2,male,high school
278,ingenuity,dexterity,5,2,male,high school
279,artificial intelligence,fiction,1,2,male,high school
279,artificial intelligence,intelligence,2,2,male,high school
279,artificial intelligence,digital assistant,3,2,male,high school
279,artificial intelligence,recommendation engines,4,2,male,high school
279,artificial intelligence,sentience,5,2,male,high school
279,data,variables,1,2,male,high school
279,data,qualitative,2,2,male,high school
279,data,quantitative,3,2,male,high school
279,data,research,4,2,male,high school
279,data,sampling,5,2,male,high school
279,consciousness,awareness,1,2,male,high school
279,consciousness,mind,2,2,male,high school
279,consciousness,perception,3,2,male,high school
279,consciousness,wakefulness,4,2,male,high school
279,consciousness,thought,5,2,male,high school
279,processing,cognition,1,2,male,high school
279,processing,machine,2,2,male,high school
279,processing,queue,3,2,male,high school
279,processing,integration,4,2,male,high school
279,processing,synthesizing,5,2,male,high school
279,synthesis,biology,1,2,male,high school
279,synthesis,photosynthesis,2,2,male,high school
279,synthesis,protein,3,2,male,high school
279,synthesis,cells,4,2,male,high school
279,synthesis,nature,5,2,male,high school
280,mental,memory,1,2,male,high school
280,mental,trauma,2,2,male,high school
280,mental,intellect,3,2,male,high school
280,mental,understanding,4,2,male,high school
280,mental,capacity,5,2,male,high school
280,intuitive,automatic,1,2,male,high school
280,intuitive,effortless,2,2,male,high school
280,intuitive,innate,3,2,male,high school
280,intuitive,intuitive,4,2,male,high school
280,intuitive,natural,5,2,male,high school
280,discovery,exploration,1,2,male,high school
280,discovery,curiosity,2,2,male,high school
280,discovery,breakthrough,3,2,male,high school
280,discovery,adventure,4,2,male,high school
280,discovery,knowledge,5,2,male,high school
280,strategy,planning,1,2,male,high school
280,strategy,tactics,2,2,male,high school
280,strategy,chess,3,2,male,high school
280,strategy,goals,4,2,male,high school
280,strategy,execution,5,2,male,high school
280,intellectual,brainpower,1,2,male,high school
280,intellectual,professor,2,2,male,high school
280,intellectual,discussions,3,2,male,high school
280,intellectual,literature,4,2,male,high school
280,intellectual,theory,5,2,male,high school
281,brains,consciousness,1,2,male,high school
281,brains,learning,2,2,male,high school
281,brains,creativity,3,2,male,high school
281,brains,genius,4,2,male,high school
281,brains,mental,5,2,male,high school
281,learning,homework,1,2,male,high school
281,learning,exams,2,2,male,high school
281,learning,discussion,3,2,male,high school
281,learning,research,4,2,male,high school
281,learning,memory,5,2,male,high school
281,wisdom,solomon,1,2,male,high school
281,wisdom,maturity,2,2,male,high school
281,wisdom,balance,3,2,male,high school
281,wisdom,depth,4,2,male,high school
281,wisdom,perspective,5,2,male,high school
281,knowledge,academia,1,2,male,high school
281,knowledge,comprehension,2,2,male,high school
281,knowledge,mastery,3,2,male,high school
281,knowledge,literacy,4,2,male,high school
281,knowledge,curriculum,5,2,male,high school
281,insight,instinct,1,2,male,high school
281,insight,acuteness,2,2,male,high school
281,insight,empathy,3,2,male,high school
281,insight,synthesis,4,2,male,high school
281,insight,assessment,5,2,male,high school
282,iq,cognitive,1,2,male,high school
282,iq,assessment,2,2,male,high school
282,iq,iq scale,3,2,male,high school
282,iq,stanford-binet,4,2,male,high school
282,iq,child prodigy,5,2,male,high school
282,genius,curie,1,2,male,high school
282,genius,chemistry,2,2,male,high school
282,genius,persistence,3,2,male,high school
282,genius,nobel,4,2,male,high school
282,genius,breakthrough,5,2,male,high school
282,smart,iq,1,2,male,high school
282,smart,brain,2,2,male,high school
282,smart,thinker,3,2,male,high school
282,smart,sharp,4,2,male,high school
282,smart,savvy,5,2,male,high school
282,education,college,1,2,male,high school
282,education,university,2,2,male,high school
282,education,diploma,3,2,male,high school
282,education,degrees,4,2,male,high school
282,education,graduation,5,2,male,high school
282,understanding,empathy,1,2,male,high school
282,understanding,sympathy,2,2,male,high school
282,understanding,support,3,2,male,high school
282,understanding,nonjudgmental,4,2,male,high school
282,understanding,listening,5,2,male,high school
283,cognitive,synaptic,1,2,male,high school
283,cognitive,mental processes,2,2,male,high school
283,cognitive,logic,3,2,male,high school
283,cognitive,recognition,4,2,male,high school
283,cognitive,mental capacity,5,2,male,high school
283,analysis,data,1,2,male,high school
283,analysis,research,2,2,male,high school
283,analysis,scrutiny,3,2,male,high school
283,analysis,interpretation,4,2,male,high school
283,analysis,understanding,5,2,male,high school
283,reasoning,philosophy,1,2,male,high school
283,reasoning,science,2,2,male,high school
283,reasoning,method,3,2,male,high school
283,reasoning,coherence,4,2,male,high school
283,reasoning,explanation,5,2,male,high school
283,sapience,cognition,1,2,male,high school
283,sapience,perception,2,2,male,high school
283,sapience,discernment,3,2,male,high school
283,sapience,reason,4,2,male,high school
283,sapience,enlightenment,5,2,male,high school
283,perceptiveness,wit,1,2,male,high school
