response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
education investment,,1,,,
education level,,3,,,
education planning,,1,,,
education policy,,2,,,
education reform,,1,,,
education system,,8,,,
education systems,,2,,,
education technology,,1,,,
educational,,2,,,
educational achievements,,1,,,
educational apps,,1,,,
educational assessment,,4,,,
educational attainment,,2,,,
educational equity,,1,,,
educational games,,1,,,
educational goals,,3,,,
educational growth,,1,,,
educational measurements,,1,,,
educational psychology,,5,,,
educational puzzles,,1,,,
educational reform,,1,,,
educational technology,,1,,,
educational testing,,1,,,
educational workshops,,1,,,
educator,,1,,,
effect,,1,,,
effective communication,,1,,,
efficiency,,8,,,
efficient,,1,,,
egalitarian beliefs,,1,,,
eidetic memory,,1,likely misspelled,,
elder statesman,,1,,,
eldercare,,1,,,
elderly,,1,,,
elderly person,,1,,,
elders,,7,,,
election polls,,1,,,
election results,,1,,,
electives,,1,,,
electric car,,2,,,
electric cars,,13,,,
electric guitar,,1,,,
electric motor,,1,,,
electric scooters,,1,,,
electric semi,,1,,,
electric trucks,,1,,,
electric vehicle,,1,,,
electric vehicles,,5,,,
electrical circuits,,1,,,
electrical engineer,,1,,,
electrical engineering,,1,,,
electrician,,1,,,
electricity,,4,,,
electromagnetic theory,,1,,,
electromagnetism,,6,,,
electronics engineering,,1,,,
electrophysiology,,3,likely misspelled,,
elegant,,1,,,
elevator pitches,,1,,,
eligibility,,2,,,
eligibility criteria,,2,,,
elimination,,1,,,
elite,,1,,,
elite club,,1,,,
elite group,,3,,,
elite intellectual society,,1,,,
elite intellectuals,,1,,,
elite network,,1,,,
elite school,,1,,,
elite schools,,2,,,
elite society,,2,,,
elitism,,1,,,
eloquence,,1,,,
eloquent,,1,,,
email,,1,,,
email marketing,,1,,,
embedded systems,,1,,,
embroidery,,1,,,
emergency preparedness,,1,,,
emotion,,3,,,
emotional awareness,,1,,,
emotional boundaries,,1,,,
emotional connection,,2,,,
emotional control,,1,,,
emotional expression,,4,,,
emotional healing,,2,,,
emotional intelligence,,35,,,
emotional intelligence training,,1,,,
emotional literacy,,1,,,
emotional reasoning,,1,,,
emotional regulation,,1,,,
emotional resilience,,1,,,
emotional stability,,1,,,
emotional support,,2,,,
emotional validation,,1,,,
emotions,,7,,,
empathy,,34,,,
empathy in communication,,2,,,
empathy skills,,1,,,
empirical,,1,,,
empirical evidence,,3,,,
empirical findings,,1,,,
empirical inquiry,,1,,,
empirical studies,,1,,,
empiricism,,4,,,
employment,,1,,,
employment prospects,,1,,,
employment screening,,2,,,
empowerment,,5,,,
empowerment through technology,,1,,,
en passant,,4,likely misspelled,,
encoding,,1,,,
encryption,,23,,,
encyclopedia,,2,,,
encyclopedias,,2,,,
end to end encryption,,1,,,
endangered languages,,1,,,
endgame,,6,,,
endgame positions,,1,,,
endgame strategies,,1,,,
endowments,,1,,,
endurance,,1,,,
energy,,8,,,
energy consumption,,1,,,
energy drinks,,1,,,
energy equation,,1,,,
energy levels,,1,,,
engagement,,3,,,
engineer,,2,,,
engineering,,21,,,
engineering awards,,1,,,
engineering degrees,,1,,,
engineering principles,,1,,,
engineering solutions,,1,,,
engineers,,6,,,
enigma machine,,1,,,
enjoyment,,3,,,
enlightening,,1,,,
enlightenment,,26,,,
entangled particles,,1,,,
entanglement,,1,,,
entertainment,,2,,,
entrepreneur,,4,,,
entrepreneurial thinking,,1,,,
entrepreneurs,,1,,,
entrepreneurship,,17,,,
entropy,,1,,,
environment,,4,,,
environmental activism,,1,,,
environmental anthropology,,1,,,
environmental ethics,,1,,,
environmental protection,,1,,,
environmental science,,4,,,
environmental science recycling projects,,1,,,
environmental scientist,,1,,,
environmental solutions,,1,,,
environmental studies,,1,,,
environmental sustainability,,2,,,
environmentalism,,1,,,
enzymes,,1,,,
epiphany,,3,,,
epistemology,,8,,,
equality,,4,,,
equations,,8,,,
equipment,,1,,,
erasers,,1,,,
error correction,,2,,,
erudite,,1,,,
escapades,,1,,,
escape,,1,,,
escape room,,3,,,
escape rooms,,4,,,
espionage,,15,,,
espionage laws,,1,,,
espionage movies,,1,,,
esports,,1,likely misspelled,,
essay,,3,,,
essay contests,,2,,,
essay grades,,1,,,
essay prompts,,1,,,
essay question,,1,,,
essay questions,,1,,,
essay writing,,5,,,
essays,,35,,,
essays about personal experiences,,1,,,
ethical behavior,,1,,,
ethical concerns,,2,,,
ethical considerations,,5,,,
ethical debates,,1,,,
ethical dilemmas,,2,,,
ethical issues,,1,,,
ethical reasoning,,1,,,
ethics,,13,,,
ethics approval,,2,,,
ethics in media,,1,,,
ethics in technology,,1,,,
ethics of care,,2,,,
ethnography,,1,,,
etymology,,2,,,
evaluate,,1,,,
evaluating options,,1,,,
evaluating sources,,1,,,
evaluation,,11,,,
event horizon,,1,,,
event planning,,1,,,
evidence,,13,,,
evidence analysis,,2,,,
evidence based,,4,,,
evidence based conclusions,,2,,,
evidence evaluation,,1,,,
evidence review,,1,,,
evolution,,2,,,
evolution debate,,1,,,
evolutionary psychology,,1,,,
exam preparation,,1,,,
examination,,1,,,
exams,,54,,,
excellence,,1,,,
exceptional,,2,,,
exceptional learners,,1,,,
exceptional scientist,,1,,,
exchange programs,,1,,,
exchange student programs,,1,,,
exclusive club,,1,,,
exclusive clubs,,1,,,
exclusive membership,,2,,,
exclusive society,,1,,,
execution,,1,,,
executive,,1,,,
executive functions,,4,,,
exercise,,1,,,
exercise plans,,1,,,
existence,,4,,,
existential crisis,,1,,,
existentialism,,7,,,
exoplanets,,2,,,
expanding knowledge,,1,,,
expansion,,1,,,
experience,,11,,,
experienced,,2,,,
experiment,,7,,,
experimental,,1,,,
experimental film,,1,,,
experimental psychology,,1,,,
experimentation,,7,,,
experiments,,40,,,
expert,,4,,,
expert talks,,1,,,
expertise,,47,,,
expertise sharing,,1,,,
experts,,3,,,
explanation,,3,,,
explanations,,4,,,
exploration,,10,,,
exploring,,1,,,
exploring new theories,,1,,,
exploring space,,1,,,
explosions,,1,,,
expository essays,,1,,,
expression,,1,,,
expressiveness,,1,,,
external scholarships,,1,,,
extra curricular activities,,1,,,
extracurricular activities,,16,,,
extracurriculars,,1,likely misspelled,,
extraordinary abilities,,1,,,
extraordinary ability,,1,,,
extraterrestrial life,,2,,,
eye protection,,1,,,
eye strain,,1,,,
eyewear,,1,likely misspelled,,
fables,,1,,,
facial recognition,,8,,,
facilitator,,1,,,
fact checking,,1,,,
factory machines,,1,,,
factory robots,,1,,,
facts,,16,,potentially an acronym,Flexible Alternating Current Transmission System
factual information,,1,,,
faculty,,4,,,
faculty meetings,,1,,,
failing,,3,,,
failing grades,,2,,,
failure,,4,,,
fair trade,,1,,,
fairy godmother,,1,,,
fame,,1,,,
familiarity,,1,,,
family,,1,,,
family albums,,1,,,
family gatherings,,2,,,
family planning,,3,,,
family stability,,1,,,
family structures,,1,,,
family vacations,,1,,,
famous philosophers,,1,,,
famous quotes,,2,,,
famous scientist,,1,,,
fan fiction,,1,,,
fantasy,,3,,,
fantasy football,,2,,,
fashion,,7,,,
fashion design,,1,,,
fashion designing,,1,,,
fashion trends,,1,,,
fast cars,,1,,,
fast charging,,1,,,
fast charging batteries,,1,,,
fast learner,,3,,,
fast thinker,,3,,,
fatigue,,1,,,
fault tolerance,,1,,,
favorite authors,,1,,,
favorite music,,1,,,
favorite professor,,1,,,
favorite teachers,,1,,,
feedback,,8,,,
feedback forms,,1,,,
feedback loop,,1,,,
feedback receptiveness,,1,,,
feeling it in my bones,,1,,,
feelings,,3,,,
fellowship,,6,,,
fellowships,,4,,,
feminism,,4,,,
feminist philosophy,,1,,,
feminist theory,,1,,,
femme fatales,,1,likely misspelled,,
fermions,,1,likely misspelled,,
feudalism,,1,,,
fiber optics,,5,,,
fiction,,5,,,
field linguistics,,3,,,
field of study,,1,,,
field study,,1,,,
field trips,,6,,,
field work,,1,,,
fieldwork,,8,,,
figuring out a movie plot,,1,,,
fill ins,,1,,,
film making,,2,,,
film studies,,1,,,
film trivia,,1,,,
filmmaking,,3,likely misspelled,,
films,,1,,,
final exam,,1,,,
final exams,,3,,,
finals,,2,,,
finals week,,1,,,
finance,,4,,,
finance algorithms,,1,,,
financial,,1,,,
financial aid,,8,,,
financial aid for education,,1,,,
financial budgeting,,1,,,
financial forecasting,,1,,,
financial independence,,2,,,
financial literacy,,2,,,
financial mathematics,,1,,,
financial need,,3,,,
financial planning,,1,,,
financial stability,,1,,,
financial support,,1,,,
financially literate,,1,,,
financially savvy,,1,,,
finding a lost item,,1,,,
finding the Titanic wreck,,1,,,
findings,,7,,,
fingerprint,,1,,,
fingerprinting,,1,,,
finishing a difficult book,,1,,,
fintech,,9,likely misspelled,,
firefighter,,1,,,
firewalls,,1,,,
first academic publication,,1,,,
first aid,,2,,,
first airplane ride,,1,,,
first apartment,,1,,,
first breakup,,1,,,
first car,,1,,,
first cell phone,,1,,,
first cellphone,,1,,,
first class travel,,1,,,
first computer,,1,,,
first concert,,2,,,
first flight,,1,,,
first heartbreak,,1,,,
first impressions,,1,,,
first job,,2,,,
first kiss,,1,,,
first love,,1,,,
first professional achievement,,1,,,
fish,,1,,potentially an acronym,Fluorescence In-Situ Hybridisation
fish oil,,1,,,
fishing,,1,,,
fishing tactics,,1,,,
fishing techniques,,2,,,
fishing trips,,2,,,
fitness,,2,,,
fitness planning,,1,,,
fitness trackers,,5,,,
fitness tracking,,2,,,
fixing cars,,1,,,
flamethrower,,2,,,
flashbacks,,1,,,
flashcards,,8,,,
flasks,,1,,,
flat earth,,1,,,
flavor,,1,,,
flexibility,,1,,,
flexibility in job roles,,1,,,
fluency,,3,,,
fluid dynamics,,2,,,
fluid intelligence,,1,,,
focus,,10,,,
focus groups,,3,,,
foggy London,,1,,,
folk art,,1,,,
followers,,2,,,
football,,1,,,
football formations,,1,,,
football games,,1,,,
football player stats,,1,,,
force,,2,,,
forces,,1,,,
forecasting,,3,,,
foreign,,1,,,
foreign films,,1,,,
foreign intelligence,,1,,,
foreign languages,,2,,,
forensic genetics,,1,,,
forensic linguistics,,2,,,
forensic science,,1,,,
forensics,,1,,,
foresight,,9,,,
forgetting curve,,1,,,
formal,,2,,,
formal attire,,2,,,
formal logic,,1,,,
forming opinions,,1,,,
formula,,1,,,
formulas,,8,,,
forum,,1,,,
forums,,1,,,
foundation,,1,,,
foundational work in computer science,,1,,,
fox,,1,,,
fractals,,1,,,
fraternities,,1,,,
fraternity,,1,,,
free money,,4,,,
free will,,4,,,
freedom,,1,,,
freedom of speech,,1,,,
freedom of thought,,1,,,
freedom to operate,,1,,,
freelancers,,1,,,
freshman fifteen,,1,,,
friction,,2,,,
friendliness,,1,,,
friends,,7,,,
friends night out,,1,,,
friendship,,1,,,
friendship bracelets,,1,,,
front end development,,1,,,
frustration,,4,,,
fugitives,,1,,,
full ride,,3,,,
full ride scholarships,,2,,,
full scholarship,,1,,,
fun,,1,,,
fun facts,,1,,,
function,,1,,,
functions,,3,,,
funding,,5,,,
funny,,1,,,
fusion,,1,,,
fusion energy,,1,,,
future,,6,,,
future computing,,1,,,
future of space,,1,,,
future of work,,1,,,
future success,,1,,,
future tech,,1,,,
future technology,,2,,,
futuristic movies,,1,,,
fuzzy hair,,1,,,
gadget,,1,,,
gadget comparisons,,1,,,
gadget enthusiasts,,1,,,
gadget fixes,,1,,,
gadgets,,8,,,
galaxies,,2,,,
galleries,,1,,,
game,,3,,,
game changer,,1,,,
game developers,,1,,,
game development,,2,,,
game night,,1,,,
game strategies,,1,,,
game theory,,10,,,
games,,5,,,
gamification,,1,likely misspelled,,
gaming,,2,,,
gaming consoles,,3,,,
gaming industry,,2,,,
gaming technology,,1,,,
gardening,,3,,,
gardening solutions,,1,,,
gauge theory,,1,,,
geek,,4,,,
geek chic,,1,,,
geeks,,2,,,
gender,,1,,,
gender bias in AI,,1,,,
gender equality,,1,,,
gender identity,,1,,,
gender issues,,1,,,
gender pay gap,,1,,,
gender studies,,2,,,
gene editing,,7,,,
gene expression,,1,,,
gene therapy,,1,,,
general intelligence factor,,1,,,
general knowledge,,2,,,
general relativity,,5,,,
general systems theory,,1,,,
generative art,,1,,,
generative grammar,,1,,,
genes,,1,,,
genetic algorithms,,1,,,
genetic code,,1,,,
genetic diversity,,2,,,
genetic engineering,,4,,,
genetic information,,1,,,
genetic mutations,,1,,,
genetic predisposition,,1,,,
genetic testing,,1,,,
genetic traits,,1,,,
genetics,,9,,,
genius,,123,,,
genius bar,,1,,,
genius club,,2,,,
genius grant,,1,,,
genius kids,,1,,,
genius level,,3,,,
genius level IQ,,2,,,
genius level intellect,,1,,,
genius mind,,1,,,
genius minds,,1,,,
genius move,,1,,,
genius scores,,1,,,
geniuses,,3,,,
genome editing,,1,,,
genomes,,1,,,
genomics,,1,,,
genres,,1,,,
gentrification,,1,,,
geography,,5,,,
geography quizzes,,2,,,
geologist,,1,,,
geology,,1,,,
geometry,,7,,,
geometry tools,,1,,,
geopolitical strategy,,1,,,
geopolitical tensions,,1,,,
germ theory of disease,,1,,,
getting lost,,1,,,
getting promoted,,1,,,
ghost stories,,1,,,
gifted,,20,,,
gifted adults,,2,,,
gifted children,,6,,,
gifted education,,2,,,
gifted education programs,,1,,,
gifted individuals,,2,,,
gifted minorities,,1,,,
gifted program,,1,,,
gifted programs,,5,,,
gifted student programs,,1,,,
gifted students,,1,,,
giftedness,,2,likely misspelled,,
giftedness testing,,1,likely misspelled,,
gig economy,,1,,,
giving thoughtful gifts,,1,,,
gladiators,,1,,,
glare,,1,,,
glasses,,7,,,
gleam,,1,,,
global citizenship,,2,,,
global conspiracy,,1,,,
global crime,,1,,,
global expansion,,1,,,
global health initiatives,,1,,,
global honor,,1,,,
global issues,,3,,,
global mapping,,1,,,
global operations,,1,,,
global opportunities,,1,,,
global recognition,,1,,,
global travel,,1,,,
global warming,,3,,,
globalization,,2,,,
goal setting,,4,,,
goals,,6,,,
good grades,,1,,,
good habits,,1,,,
gourmet foods,,1,,,
governance,,1,,,
government,,3,,,
government secrets,,2,,,
gown,,1,,,
grad night,,1,,,
grade point average,,3,,,
grade point average GPA,,1,,,
grades,,33,,,
grades slipping,,1,,,
grading,,1,,,
grading papers,,1,,,
graduate,,2,,,
graduate fellowships,,1,,,
graduate programs,,1,,,
graduate scholarships,,1,,,
graduate school,,5,,,
graduation,,28,,,
graduation announcements,,1,,,
graduation cap,,1,,,
graduation ceremony,,2,,,
graduation march,,1,,,
graduation requirements,,2,,,
graduation speech,,1,,,
graduation speeches,,1,,,
grammar,,5,,,
grand unified theory,,1,,,
grandma s house,,1,,,
grandmaster,,4,likely misspelled,,
grandmasters,,1,likely misspelled,,
grandparents,,4,,,
grant,,1,,,
grant funding,,1,,,
grant money,,1,,,
grant proposals,,1,,,
grants,,10,,,
graph theory,,1,,,
graphic design,,8,,,
graphic designers,,1,,,
graphics card,,1,,,
graphs,,8,,,
grasp,,1,,,
gravitational singularity,,2,,,
gravitational waves,,3,,,
gravity,,5,,,
gravity waves,,1,,,
great at puzzles,,1,,,
green technology,,4,,,
grey matter,,2,likely misspelled,,
grill,,1,,,
ground breaking,,1,,,
groundbreaking,,1,,,
groundbreaking discoveries,,1,,,
groundbreaking research,,1,,,
groundbreaking theories,,1,,,
group challenges,,1,,,
group discussions,,5,,,
group dynamics,,3,,,
group project,,1,,,
group projects,,13,,,
group study,,5,,,
group work,,6,,,
growth,,12,,,
growth mindset,,3,,,
guest speakers,,2,,,
guidance,,1,,,
guidance counselor,,1,,,
guidance counselors,,1,,,
guitar,,2,,,
guitarists,,1,,,
gun control,,1,,,
gunpowder,,2,,,
guns,,1,,,
guru,,1,,,
gym,,4,,,
gym class,,2,,,
gym teacher,,1,,,
gymnasium,,1,,,
h index,,1,,,
hackathons,,4,likely misspelled,,
hackers,,3,,,
hacking,,15,,,
hacking competition,,1,,,
hacks,,1,,,
hair,,1,,,
hairdresser,,1,,,
handouts,,1,,,
handwriting,,1,,,
handy,,1,,,
happiness,,2,,,
happy family,,1,,,
hard lessons,,1,,,
hard work,,5,,,
hardware,,2,,,
harmony,,2,,,
hash algorithms,,1,,,
hash function,,1,,,
having a happy family,,1,,,
having children,,1,,,
headaches,,1,,,
headphones,,1,,,
health,,11,,,
health and fitness goals,,1,,,
health and fitness plans,,1,,,
health and wellness,,1,,,
health and wellness trends,,1,,,
health apps,,1,,,
health care,,1,,,
health class,,1,,,
health conscious,,1,,,
health statistics,,1,,,
healthcare,,1,,,
healthcare advancements,,1,,,
healthcare diagnostics,,1,,,
healthy lifestyle adjustments,,1,,,
healthy living,,1,,,
healthy relationships,,1,,,
heavy lift rocket,,1,,,
heritability of intelligence,,1,likely misspelled,,
heuristics,,1,,,
hidden messages,,1,,,
hidden objects,,1,,,
hidden tattoos,,1,,,
hidden treasures,,1,,,
hieroglyphics,,1,,,
high IQ,,16,,,
high IQ club,,1,,,
high IQ membership,,1,,,
high IQ requirement,,1,,,
high IQ societies,,3,,,
high SAT scores,,1,,,
high achiever,,2,,,
high achievers,,6,,,
high cost of living,,1,,,
high grades,,7,,,
high intelligence,,1,,,
high paying jobs,,1,,,
high salary,,1,,,
high school,,11,,,
high school English class,,1,,,
high school competitions,,2,,,
high school counselor,,1,,,
high school diploma,,1,,,
high school graduation,,1,,,
high school guidance counselor,,1,,,
high school physics,,1,,,
high school rankings,,1,,,
high school seniors,,1,,,
high school sweetheart,,1,,,
high school team,,1,,,
high score,,3,,,
high scores,,4,,,
high speed trains,,1,,,
high tech,,1,,,
high technology,,1,,,
higher education,,7,,,
higher education access,,1,,,
higher income,,1,,,
higher salaries,,1,,,
higher salary,,2,,,
higher salary potential,,1,,,
highlighters,,6,,,
highly educated,,1,,,
highways,,1,,,
hiking,,1,,,
hindsight,,1,,,
hiring,,1,,,
historian,,1,,,
historical London,,1,,,
historical analysis,,1,,,
historical codes,,1,,,
historical documentation,,1,,,
historical fiction,,2,,,
historical linguistics,,4,,,
history,,98,,,
history buff,,1,,,
history buffs,,2,,,
history class,,2,,,
history comprehension,,1,,,
history exam,,1,,,
history mysteries,,2,,,
history questions,,1,,,
history research,,1,,,
history teacher,,1,,,
hitting a buzzer,,1,,,
hobbies,,2,,,
hobby,,2,,,
hockey goals,,1,,,
hockey statistics,,1,,,
holistic health,,1,,,
home automation,,3,,,
home improvement,,2,,,
home organization,,1,,,
home renovation,,1,,,
homecoming,,1,,,
homeless outreach,,1,,,
homework,,34,,,
homework assignments,,2,,,
honor roll,,13,,,
honor societies,,2,,,
honor student,,1,,,
honors,,6,,,
honors and awards,,1,,,
honors class,,1,,,
honors classes,,4,,,
honors diploma,,1,,,
hospitality,,1,,,
hosting a successful event,,1,,,
house repairs,,1,,,
housekeeping,,1,,,
how to videos,,1,,,
human behavior,,2,,,
human computer interaction,,1,,,
human development,,1,,,
human evolution,,1,,,
human genome,,1,,,
human genome project,,1,,,
human intelligence,,1,,,
human interaction,,1,,,
human nature,,4,,,
human resources,,1,,,
human rights,,5,,,
humanitarian,,1,,,
humanities,,2,,,
humans,,1,,,
hunch,,1,,,
hunting,,2,,,
hunting equipment,,1,,,
hustle,,3,,,
hydroelectric power,,1,,,
hypotheses,,3,,,
hypotheses testing,,2,,,
hypothesis,,9,,,
hypothesis testing,,7,,,
iLife,,1,likely misspelled,,
iMac,,1,likely misspelled,,
iOS,,1,,,
iOS development,,1,,,
iPhone,,3,,,
iPhone fixes,,1,,,
iTunes,,1,,,
iconic detective,,1,,,
iconic hair,,1,,,
iconic philosopher,,1,,,
iconic photo,,2,,,
iconic voice,,1,,,
idealism,,1,,,
ideas,,5,,,
ideation,,4,likely misspelled,,
identifying fake news,,1,,,
identity,,3,,,
idioms,,2,,,
illuminated,,1,,,
image recognition,,1,,,
imagination,,18,,,
imaginative,,3,,,
immersion,,1,,,
immersive entertainment,,1,,,
impact factor,,1,,,
impactful giving,,1,likely misspelled,,
implications,,1,,,
improvement,,5,,,
improvement plan,,1,,,
improvisation,,2,,,
impulse,,1,,,
impulse control,,1,,,
in depth analysis,,1,,,
inclusion,,3,,,
independence,,3,,,
independent,,2,,,
independent bookstores,,1,,,
independent thinking,,1,,,
independent thought,,1,,,
